Stage,Strain no,Genotype,Treatment,Slide no,Name,Nucleus number,DAPIpeakA,DAPIvalleyB,DAPIoutC,FITCpeakA,FITCvalleyB,FITCoutC,DAPI_A-B,DAPI_A-C,DAPI_B-C,FITC_A-B,FITC_A-C,FITC_B-C
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19071928,11,2552,503,200,1340,419,311,2049,2352,303,921,1029,108
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19071928,12,1804,433,204,1634,417,258,1371,1600,229,1217,1376,159
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19071928,13,2796,1448,145,2092,578,361,1348,2651,1303,1514,1731,217
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19071928,14,1860,764,224,1323,462,198,1096,1636,540,861,1125,264
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19071928,15,2332,431,193,1726,395,247,1901,2139,238,1331,1479,148
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19071928,16,1465,404,263,1583,446,288,1061,1202,141,1137,1295,158
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19071928,17,1730,736,257,1166,603.5,327.1,994,1473,479,562.5,838.9,276.4
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19071928,18,2776,850,130,2802,458,267,1926,2646,720,2344,2535,191
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19071928,19,1457,575,131,1456,494,185,882,1326,444,962,1271,309
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,1,2308,527,96,1867,629,273,1781,2212,431,1238,1594,356
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,2,2353,758,152,1564,305,217,1595,2201,606,1259,1347,88
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,3,1487,989,225,1794,526,296,498,1262,764,1268,1498,230
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,4,1996,461,151,1854,486,235,1535,1845,310,1368,1619,251
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,5,1449,675,139,1211.2,537.1,260,774,1310,536,674.1,951.2,277.1
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,6,2296,363,100,1334,590,264,1933,2196,263,744,1070,326
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,7,1577,294,85,1606,581,236,1283,1492,209,1025,1370,345
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,8,2294,421,138,1969,410,285,1873,2156,283,1559,1684,125
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,9,2467,496,110,2400,642,382,1971,2357,386,1758,2018,260
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,10,1834,440,135,1465,374,217,1394,1699,305,1091,1248,157
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,11,2963,775,179,1851,574,324,2188,2784,596,1277,1527,250
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,12,2222,1056,220,2383,674,436,1166,2002,836,1709,1947,238
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,13,1958,512,187,1575,419,230,1446,1771,325,1156,1345,189
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,14,2468,1087,176,2090,694,266,1381,2292,911,1396,1824,428
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,15,2014,595,133,2132,801,309,1419,1881,462,1331,1823,492
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,16,2711,1272,147,1438,471,230,1439,2564,1125,967,1208,241
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,17,2732,782,181,1665,691,345,1950,2551,601,974,1320,346
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,18,3188,426,248,1529,718,377,2762,2940,178,811,1152,341
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,19,2712,719,172,2660,832,311,1993,2540,547,1828,2349,521
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,20,2399,402,162,1830,457,387,1997,2237,240,1373,1443,70
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,21,2418,849,177,2026,569,318,1569,2241,672,1457,1708,251
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,22,2733,1215,155,1706,580,398,1518,2578,1060,1126,1308,182
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,23,2393,721,171,1275,414,259,1672,2222,550,861,1016,155
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,24,2066,1081,138,1266,550,237,985,1928,943,716,1029,313
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,25,3208,535,221,2009,720,285,2673,2987,314,1289,1724,435
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,26,2815,841,220,2160,611,386,1974,2595,621,1549,1774,225
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,27,2806,583,260,1830,602,347,2223,2546,323,1228,1483,255
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,28,3010,884,227,3033,504,334,2126,2783,657,2529,2699,170
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,29,1992,546,134,1673,443,266,1446,1858,412,1230,1407,177
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,30,3263,607,261,2528,565,373,2656,3002,346,1963,2155,192
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,31,3003,661,180,1013.2,384.2,334.4,2342,2823,481,629,678.8,49.8
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,32,2146,828,255,1694,547,273,1318,1891,573,1147,1421,274
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,33,2719,455,200,1855,822,353,2264,2519,255,1033,1502,469
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,34,3200,1174,271,1662,690,293,2026,2929,903,972,1369,397
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,35,1654,954,157,1587,422,225,700,1497,797,1165,1362,197
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,36,2230,950,195,1680,643,333,1280,2035,755,1037,1347,310
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,37,2602,723,118,1158.2,406.8,266.9,1879,2484,605,751.4,891.3,139.9
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,38,2687,609,128,1475,317,196,2078,2559,481,1158,1279,121
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,39,2510,1205,130,1342,441,118,1305,2380,1075,901,1224,323
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072004,40,3033,717,183,2375,563,292,2316,2850,534,1812,2083,271
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072009,1,2208,250,125,1174,279,203,1958,2083,125,895,971,76
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072009,2,1869,231,138,1366,496,230,1638,1731,93,870,1136,266
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072009,3,1624,293,131,1218,392,253,1331,1493,162,826,965,139
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072009,4,1874,254,124,982.5,317.1,225,1620,1750,130,665.4,757.5,92.1
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072009,5,1617,326,144,1522,341,186,1291,1473,182,1181,1336,155
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072009,6,2313,414,101,1012.2,457.3,219.4,1899,2212,313,554.9,792.8,237.9
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072009,7,1700,280,168,852.5,417.4,193,1420,1532,112,435.1,659.5,224.4
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072009,8,1421,390,161,1075.8,400.2,240.6,1031,1260,229,675.6,835.2,159.6
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072009,9,1801,369,167,1114.1,498.3,197.9,1432,1634,202,615.8,916.2,300.4
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072009,10,1750,346,161,1096.2,371.7,217.2,1404,1589,185,724.5,879,154.5
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072009,11,1541,372,129,1395,372,200,1169,1412,243,1023,1195,172
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072009,12,2066,503,125,1092,333.7,203.8,1563,1941,378,758.3,888.2,129.9
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072009,13,2366,454,142,776.5,246.6,154.8,1912,2224,312,529.9,621.7,91.8
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072009,14,2049,420,113,860.8,295.4,199.9,1629,1936,307,565.4,660.9,95.5
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072009,15,1374,440,148,743.3,278.2,179.4,934,1226,292,465.1,563.9,98.8
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072009,16,2056,352,164,909.6,325.8,237.7,1704,1892,188,583.8,671.9,88.1
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072009,17,2074,372,131,1064.4,388.3,217.9,1702,1943,241,676.1,846.5,170.4
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072009,18,2290,678,168,936.3,320.2,219.4,1612,2122,510,616.1,716.9,100.8
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072009,19,2191,347,116,936.3,287.1,173.4,1844,2075,231,649.2,762.9,113.7
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072009,20,2187,461,126,832.2,277.5,156.9,1726,2061,335,554.7,675.3,120.6
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072009,21,2028,417,149,976.4,268.3,177.5,1611,1879,268,708.1,798.9,90.8
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072009,22,1762,582,144,832.1,291.4,190.4,1180,1618,438,540.7,641.7,101
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072009,23,1502,444,89,1065.8,272.1,121.8,1058,1413,355,793.7,944,150.3
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072009,24,1571,407,135,1069.4,296.4,117.4,1164,1436,272,773,952,179
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072009,25,2132,363,92,1306,300,159,1769,2040,271,1006,1147,141
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072009,26,1547,385,119,1419,325,158,1162,1428,266,1094,1261,167
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072017,1,2706,601,295,2890,1163,416,2105,2411,306,1727,2474,747
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072017,2,2265,464,145,3207,784,257,1801,2120,319,2423,2950,527
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072017,3,1995,534,132,2305,555,355,1461,1863,402,1750,1950,200
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072017,4,2186,657,207,2175,415,281,1529,1979,450,1760,1894,134
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072017,5,2392,1083,151,3143,632,369,1309,2241,932,2511,2774,263
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072017,6,2364,743,215,2824,557,341,1621,2149,528,2267,2483,216
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072017,7,2739,395,148,2328,337,249,2344,2591,247,1991,2079,88
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072017,8,3220,683,265,2409,614,353,2537,2955,418,1795,2056,261
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072017,9,2425,612,161,1917,584,297,1813,2264,451,1333,1620,287
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072017,10,2342,544,126,2526,466,299,1798,2216,418,2060,2227,167
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072017,11,1895,754,113,3191,616,220,1141,1782,641,2575,2971,396
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072017,12,2779,413,157,2409,472,312,2366,2622,256,1937,2097,160
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072017,13,2587,936,181,2769,434,233,1651,2406,755,2335,2536,201
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072017,14,2901,788,220,3559,786,494,2113,2681,568,2773,3065,292
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072017,15,2668,423,139,2470,624,269,2245,2529,284,1846,2201,355
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072017,16,2717,1477,113,4048,990,243,1240,2604,1364,3058,3805,747
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072017,17,2518,394,135,3379,820,360,2124,2383,259,2559,3019,460
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072017,18,2343,392,162,4095,573,355,1951,2181,230,3522,3740,218
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072017,19,3158,353,157,3050,441,318,2805,3001,196,2609,2732,123
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072017,20,2158,385,132,2724,904,305,1773,2026,253,1820,2419,599
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072017,21,2357,434,214,2608,623,262,1923,2143,220,1985,2346,361
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072017,22,3629,506,174,2563,660,273,3123,3455,332,1903,2290,387
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072017,23,2392,740,219,2140,795,273,1652,2173,521,1345,1867,522
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072017,24,2340,353,172,3156,983,348,1987,2168,181,2173,2808,635
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072017,25,2666,644,235,3065,540,256,2022,2431,409,2525,2809,284
Mid Pachytene,AFS0260,hcp-4(cle21[AID degron::hcp-4]) I; ieSi38 [sun-1p::TIR1::mRuby::sun-1 3'UTR + Cbr-unc-119(+)] IV,None,SJ334,SJ19072017,26,2102,490,158,2390,573,342,1612,1944,332,1817,2048,231
